Year,Age,Sex,Grade,QuitTime,radius,theta,x,y
2018,16 years old,Female,11th,Not during the past 6 months but sometime during the past year,1.3681423464557156,6.017585241630763,1.3201686600100055,-0.3591214130245337
2018,18 years old,Female,11th,Not during the past 6 months but sometime during the past year,0.8487266964279114,4.8162091926389685,0.08795677782315837,-0.8441567451986649
2018,18 years old,Female,12th,Not during the past 7 days but sometime during the past 30 days,0.2688827184261754,3.102028540305668,-0.2686723022536711,0.010635331210729286
2018,17 years old,Male,11th,5 or more years ago,2.7114171348512173,4.065601187328392,-1.6339707388482605,-2.163775058492092
2018,18 years old,Male,12th,Not today but sometime during past 7 days,0.2364401119761169,3.6782589020188823,-0.20320086773039112,-0.12088562323491901
2018,18 years old,Female,12th,1 to 4 years ago,0.55161011016462,0.901581879624151,0.34220239833615207,0.4326329069879102
2018,18 years old,Female,12th,Not during the past 6 months but sometime during the past year,0.7464876285754144,2.453451934909585,-0.5766080825256611,0.4740958750951397
2018,17 years old,Male,12th,1 to 4 years ago,0.3717537824530155,6.133466142592566,0.3675949752916106,-0.05545095949110501
2018,18 years old,Female,12th,Not during the past 7 days but sometime during the past 30 days,2.443536657001823,1.245108871690827,0.7818344229483684,2.315082359054346
2018,17 years old,Male,12th,1 to 4 years ago,1.4041992298327386,3.257194927174219,-1.39482689540371,-0.16196730818688232
2018,14 years old,Female,8th,Not during the past 30 days but sometime during the past 6 months,0.9905541487038135,6.248424322605051,0.9899557527720273,-0.034425703593469734
2018,12 years old,Female,7th,Not today but sometime during past 7 days,1.236350150848739,3.8358388477075596,-0.9501798589740529,-0.7910246084059258
2018,13 years old,Male,9th,1 to 4 years ago,0.1732636886416003,1.734334511068127,-0.028209094785708835,0.1709519019287715
2018,14 years old,Male,9th,Not today but sometime during past 7 days,0.40942124018911275,2.3155573689217017,-0.27750413462076007,0.30102692103261164
2018,15 years old,Male,9th,5 or more years ago,1.538575293798931,2.459839096686225,-1.1946558651199872,0.9695417982856033
2018,14 years old,Male,9th,1 to 4 years ago,0.9034093730384484,2.7027680193995214,-0.8178128462012064,0.38383674118302474
2018,17 years old,Male,12th,Not during the past 7 days but sometime during the past 30 days,0.23107299958355726,5.709151923653618,0.19403606231468762,-0.12547803655601772
2018,18 years old,Male,12th,5 or more years ago,0.22629424529150127,6.213105233320358,0.22573878263626965,-0.015845739678069556
2018,17 years old,Male,11th,1 to 4 years ago,1.5844728838885203,4.042843480704279,-0.9833708921029455,-1.2423912460825943
2018,19 years old or older,Female,12th,Earlier today,0.3776432870654389,0.01863209184998444,0.377577738613045,0.007035877304827121
2018,18 years old,Female,12th,5 or more years ago,2.569558777590282,3.479948515515285,-2.423869137158867,-0.8529306638994724
2018,18 years old,Female,12th,5 or more years ago,1.3265198109205814,0.648209525602879,1.0574566145517499,0.800899692287072
2018,16 years old,Female,11th,Not during the past 30 days but sometime during the past 6 months,1.9725455034524202,4.6747637397252495,-0.07419998941002005,-1.971149442523807
2018,14 years old,Female,8th,5 or more years ago,1.108382101263851,0.7826198405834368,0.7859189674822705,0.7815639826358887
2018,15 years old,Female,8th,1 to 4 years ago,1.6198941620998084,6.03752854256644,1.5712613972020888,-0.3939476082775217
2018,12 years old,Male,7th,Not during the past 30 days but sometime during the past 6 months,1.1588373059639707,3.558684286513328,-1.0594913356002038,-0.4694486249654264
2018,13 years old,Male,8th,1 to 4 years ago,1.6484917167108506,4.894040344836007,0.2978066441532039,-1.6213686017567055
2018,14 years old,Male,7th,5 or more years ago,2.2270180732244627,1.8830095617636131,-0.6840633995302843,2.119355270805598
2018,13 years old,Male,7th,1 to 4 years ago,2.5387714510783552,2.5493404745150046,-2.1063819829188124,1.4172210211697787
2018,15 years old,Female,9th,1 to 4 years ago,2.1098090704530477,6.052171651802144,2.0537615793590627,-0.48307110130344344
2018,15 years old,Female,10th,1 to 4 years ago,1.0555276532657445,0.5898078799570621,0.8771936721755361,0.5870859292334366
2018,16 years old,Female,10th,Not today but sometime during past 7 days,0.7408896926557644,3.9577892714322056,-0.5075072858387718,-0.5397720736608335
2018,16 years old,Male,10th,1 to 4 years ago,0.4372290603816509,5.610067071891825,0.3418613039127314,-0.2725804470781212
2018,15 years old,Male,10th,Not during the past 30 days but sometime during the past 6 months,0.7282170748803765,2.531017140303158,-0.5966414952002003,0.41751531032119205
2018,17 years old,Male,12th,Not during the past 30 days but sometime during the past 6 months,1.1879761336604133,3.0553478089401205,-1.1835606854474852,0.10232984906576975
2018,16 years old,Female,11th,Not during the past 6 months but sometime during the past year,0.12739886508788914,3.619731711669339,-0.11311143024760899,-0.05861975070761104
2018,16 years old,Male,11th,1 to 4 years ago,0.6573973040562122,2.1771112696516717,-0.37461333574635663,0.540218533615206
2018,17 years old,Female,11th,Not during the past 30 days but sometime during the past 6 months,0.5004015087615699,4.1203004111420505,-0.27927172281642443,-0.41522159722972224
2018,17 years old,Female,11th,1 to 4 years ago,2.4625203730538487,1.481935373539514,0.21853404199553,2.45280440724375
2018,16 years old,Male,12th,Not today but sometime during past 7 days,2.414410420600325,1.6286661900155552,-0.13964362775397518,2.410368713772054
2018,17 years old,Male,12th,Not during the past 7 days but sometime during the past 30 days,0.2378646676428616,5.2216472230688975,0.11596610147887985,-0.207681158078048
2018,17 years old,Male,12th,5 or more years ago,1.2972077374579385,5.500703261775872,0.9199353350712234,-0.9145856402809633
2018,14 years old,Male,9th,1 to 4 years ago,1.218132033199072,0.6224423068319329,0.9896798541697233,0.7101967590437879
2018,14 years old,Female,9th,1 to 4 years ago,2.7623310156865046,2.695805459758108,-2.4923726373613517,1.1910295028906954
2018,14 years old,Female,9th,1 to 4 years ago,0.5912980203749612,5.3984015482474454,0.37456177482508307,-0.45753341488817156
2018,14 years old,Male,9th,Not during the past 30 days but sometime during the past 6 months,1.0322150428546593,3.1766838377927535,-1.0315795778028505,-0.03621421482703608
2018,12 years old,Male,7th,Not during the past 6 months but sometime during the past year,2.0698185890214518,3.2978202134376007,-2.0446108388509554,-0.32204892347583625
2018,12 years old,Male,6th,5 or more years ago,2.2271602121181786,2.7619058610137124,-2.068543565741979,0.8254514686338313
2018,13 years old,Female,7th,1 to 4 years ago,1.285702588222921,4.055124337119814,-0.7855046895703747,-1.0178474974307632
2018,14 years old,Male,8th,5 or more years ago,0.5073128197807819,1.6134400581860484,-0.02162715544062607,0.5068516185842511
2018,13 years old,Female,8th,Not during the past 30 days but sometime during the past 6 months,2.847298004408367,3.790644136823587,-2.268321223968749,-1.720995279133788
2018,15 years old,Male,9th,1 to 4 years ago,2.0624255097238344,2.2569415359769813,-1.306669209244778,1.5956862350635368
2018,15 years old,Female,10th,Not during the past 6 months but sometime during the past year,1.0832517927978187,5.4849822905914625,0.7561039676363767,-0.7757198184423403
2018,15 years old,Female,10th,1 to 4 years ago,2.110022681555711,0.9353279501520135,1.2524135127178826,1.6981331248878004
2018,15 years old,Male,10th,5 or more years ago,0.1345721909077838,2.2656274760212485,-0.08616061820345101,0.10337321914558023
2018,9 years old,Female,12th,Earlier today,2.36807249574922,4.467156242576819,-0.574925627327299,-2.2972217716551118
2018,17 years old,Male,12th,Not during the past 30 days but sometime during the past 6 months,1.261061118822545,2.131471961871311,-0.6705799839730636,1.067987654657419
2018,19 years old or older,Female,12th,1 to 4 years ago,2.522277878993191,1.3804740567084117,0.4771528150678416,2.476733915851928
2018,17 years old,Female,12th,1 to 4 years ago,0.539511868939735,1.2560203826561993,0.16703472620216492,0.5130033693548354
2018,17 years old,Male,12th,1 to 4 years ago,0.4218117928365246,2.8876706051744003,-0.4082862465941755,0.10596003689128865
2018,18 years old,Male,12th,1 to 4 years ago,2.665266747912392,2.205630269513917,-1.5806199685997198,2.1459933253370846
2018,16 years old,Male,11th,Not during the past 30 days but sometime during the past 6 months,2.0933824601816013,5.525422604029983,1.5205817671130573,-1.438777680574489
2018,17 years old,Male,11th,Earlier today,1.6872920722933487,6.054912485877456,1.6435215231966844,-0.3818265836911215
2018,16 years old,Male,11th,Not during the past 7 days but sometime during the past 30 days,1.2551416896283627,2.8835008044226047,-1.2135698492461184,0.32035742857610605
2018,16 years old,Female,11th,1 to 4 years ago,1.5089232972357423,0.5753325381666881,1.2660038634975224,0.8210260255010988
2018,17 years old,Female,11th,Not during the past 6 months but sometime during the past year,0.784270449122414,3.7385805530349154,-0.6486172507701833,-0.44088070877506325
2018,14 years old,Male,8th,1 to 4 years ago,1.4624929254874588,5.230318210627477,0.7240539519084596,-1.2706814832311863
2018,14 years old,Male,8th,Not during the past 7 days but sometime during the past 30 days,0.9209082609042525,2.9577618645052626,-0.9053915562309169,0.1683394039060762
2018,13 years old,Female,8th,Not during the past 30 days but sometime during the past 6 months,1.1198062342125923,4.528040667937519,-0.20526712003871025,-1.100832145066813
2018,13 years old,Female,8th,Not during the past 6 months but sometime during the past year,2.5845474860165267,1.7711251320937382,-0.5143031649126139,2.5328596412030446
2018,14 years old,Male,8th,Not during the past 6 months but sometime during the past year,2.909193790820427,3.8305433929363275,-2.2456459139572096,-1.849454768756299
2018,14 years old,Male,7th,5 or more years ago,1.567486103461124,4.567954790223782,-0.2256122475613267,-1.5511646586658892
2018,18 years old,Female,12th,1 to 4 years ago,1.586865430464968,3.759567120832559,-1.2933805278485593,-0.9194067133684367
2018,17 years old,Male,12th,Not during the past 30 days but sometime during the past 6 months,2.867092090612277,0.5074759066827595,2.505763745307262,1.3933287870259483
2018,18 years old,Male,12th,5 or more years ago,2.282901548710652,3.4992949283196046,-2.1384025142036482,-0.7992960455006695
2018,17 years old,Male,12th,5 or more years ago,0.4966022759210318,4.1696916590686355,-0.2564690706614241,-0.42524985155084305
2018,18 years old,Female,12th,Not during the past 6 months but sometime during the past year,1.0689995238790289,5.330875144187385,0.6198085072475922,-0.8709749688694285
2018,18 years old,Male,12th,5 or more years ago,2.275003082328476,5.845988457547361,2.0610210230800883,-0.9632400360377326
2018,17 years old,Female,11th,1 to 4 years ago,0.4688325098250061,3.0462169530833236,-0.46670175262023217,0.04464746767755255
2018,16 years old,Male,11th,5 or more years ago,1.3213398448191584,1.641170309673758,-0.09291121285786705,1.3180692288464966
2018,17 years old,Female,11th,1 to 4 years ago,2.333690449059941,1.4264064762180528,0.3357915831554965,2.309405794726322
2018,16 years old,Male,11th,Not during the past 7 days but sometime during the past 30 days,2.9129512660438195,2.8120848596047034,-2.7562395123413754,0.9425650263798613
2018,17 years old,Male,10th,5 or more years ago,2.9975211360724643,4.396810085862743,-0.9303311331588526,-2.8494941557891504
2018,18 years old,Male,12th,5 or more years ago,2.887522281636484,0.33075794379599033,2.731008367759427,0.937751684709314
2018,9 years old,Male,10th,Not during the past 7 days but sometime during the past 30 days,1.9696924549760297,2.224296619979482,-1.1975123842239002,1.5638581958796294
2018,15 years old,Female,9th,5 or more years ago,2.8460109205916524,2.6862526588284625,-2.5560353115944148,1.2515836552182147
2018,15 years old,Male,10th,1 to 4 years ago,2.5673497305018826,5.154077305973488,1.097455676664823,-2.3209643850055617
2018,17 years old,Male,11th,Not during the past 7 days but sometime during the past 30 days,2.5464135636109857,4.1039112799203785,-1.4555784945124064,-2.0893810766001963
2018,17 years old,Male,11th,Not during the past 30 days but sometime during the past 6 months,2.4592979792505503,2.0164065441119425,-1.0599785514300781,2.219142181396684
2018,15 years old,Male,9th,5 or more years ago,1.2623345836764202,1.5604792228518198,0.013023406066920607,1.2622674011634527
2018,15 years old,Male,10th,1 to 4 years ago,2.0380039673298596,1.6474439387670201,-0.15605523214418826,2.0320204072234787
2018,14 years old,Male,8th,Not today but sometime during past 7 days,2.0722173367161303,5.330143701239851,1.2002413636824116,-1.6892321804573454
2018,13 years old,Male,8th,Not during the past 6 months but sometime during the past year,2.2337544916430487,1.0104173188399068,1.18725676552706,1.8921100659437649
2018,13 years old,Female,8th,Not during the past 30 days but sometime during the past 6 months,1.1900853963568807,5.07463509768664,0.4217370799298378,-1.1128526793938933
2018,13 years old,Male,7th,Not during the past 6 months but sometime during the past year,0.2998304590350017,4.361847843259289,-0.10296360460314169,-0.28159687550160734
2018,12 years old,Male,6th,5 or more years ago,0.8119861991843208,4.6173763117770985,-0.07703295216931713,-0.8083238904955606
2018,11 years old,Male,6th,1 to 4 years ago,2.1989505913341416,4.770288385773041,0.12724680811570124,-2.1952658046243823
2018,13 years old,Female,8th,5 or more years ago,1.1313655149424449,5.396321752724185,0.7148489674254795,-0.8769144098324015
2018,13 years old,Male,7th,Not during the past 30 days but sometime during the past 6 months,2.2753341845003887,3.070547557042068,-2.2695943319746004,0.16151538448338745
2018,18 years old,Female,12th,Not during the past 30 days but sometime during the past 6 months,2.1465005428064616,4.188278507251182,-1.0742013376834076,-1.8583745764478192
2018,17 years old,Male,12th,Not today but sometime during past 7 days,1.5819510557455942,1.5208727990510063,0.07894377518338859,1.5799800704864586
2018,17 years old,Female,12th,5 or more years ago,0.7771356243873014,1.741680184084893,-0.1321545545290043,0.765816526596992
2018,18 years old,Male,12th,Not during the past 30 days but sometime during the past 6 months,2.534712717239745,0.3490696814562226,2.381847514953911,0.8669319318405393
2018,17 years old,Female,12th,1 to 4 years ago,0.7881326728733256,1.6740814665212573,-0.08125773940493962,0.7839325799054733
2018,17 years old,Male,12th,Not during the past 30 days but sometime during the past 6 months,1.8927098880754785,0.6971133877421755,1.4511380305571644,1.2151333822627723
2018,16 years old,Male,10th,Not during the past 30 days but sometime during the past 6 months,0.6099878963315859,1.335817913263649,0.14201859730751995,0.5932250430400238
2018,14 years old,Male,9th,1 to 4 years ago,2.590242938976735,4.394499346776899,-0.809613137819832,-2.46046439722024
2018,15 years old,Male,9th,5 or more years ago,2.8713398896856233,3.6786361915173615,-2.4671268853174677,-1.4689716450100654
2018,17 years old,Male,12th,1 to 4 years ago,1.094693479151465,5.462942661695311,0.746628876241683,-0.800561761801562
2018,16 years old,Female,11th,1 to 4 years ago,1.9033454871270805,1.9717115148417146,-0.7428017474929224,1.7524182170042868
2018,16 years old,Female,11th,1 to 4 years ago,1.789388316590339,3.7407784616380595,-1.4776680477497723,-1.0091618741358515
2018,17 years old,Female,11th,5 or more years ago,0.39228588275145737,4.000403965362402,-0.25629521347425815,-0.29698649355867107
2018,16 years old,Female,11th,Not during the past 30 days but sometime during the past 6 months,1.6313765210099518,3.2781959559170764,-1.6161790557623,-0.2221589814025412
2018,14 years old,Female,9th,1 to 4 years ago,2.7949645948363466,3.189544085839419,-2.79175192374953,-0.13397120074666177
2018,15 years old,Male,9th,1 to 4 years ago,2.8193812635727227,1.0506459421806855,1.4012624830466336,2.4465024346995663
2018,17 years old,Male,12th,1 to 4 years ago,0.9046570806996896,2.356360816663367,-0.6397955448022841,0.6395827503233912
2018,17 years old,Female,12th,5 or more years ago,1.459820944396779,3.9434860653605464,-1.0150824220167198,-1.0491352945221952
2018,15 years old,Male,9th,Not during the past 7 days but sometime during the past 30 days,2.277829389157705,4.207735717082071,-1.101339521069592,-1.9938801331676796
2018,16 years old,Female,10th,1 to 4 years ago,2.7630195187404754,4.359976402380551,-0.9536924301889204,-2.593211832755126
2018,15 years old,Male,10th,Not during the past 30 days but sometime during the past 6 months,2.1724420958198607,6.002827928232282,2.0876225988791486,-0.6011127550961286
2018,16 years old,Female,10th,Not during the past 30 days but sometime during the past 6 months,1.1658538955496625,3.3706885842863046,-1.1353925868560166,-0.2647621186664095
2018,16 years old,Male,10th,Not during the past 6 months but sometime during the past year,1.3181604226585477,1.7318318312786112,-0.21135436850250297,1.3011057723253208
2018,16 years old,Female,10th,Not during the past 30 days but sometime during the past 6 months,0.9219425715040415,4.655035252217413,-0.05284785910938303,-0.9204266450614298
2018,16 years old,Male,10th,Not during the past 30 days but sometime during the past 6 months,2.7621683990582824,0.6744219366778715,2.157441487687385,1.724824771378657
2018,16 years old,Male,10th,1 to 4 years ago,1.0990631500491872,0.5772610679605521,0.9209715187189083,0.5997926887722372
2018,15 years old,Male,10th,Not during the past 7 days but sometime during the past 30 days,0.5262653526617214,0.15954091861678546,0.5195819507530344,0.08360513060714218
2018,15 years old,Male,10th,1 to 4 years ago,1.5209847760386765,4.66416549072278,-0.07331876871816732,-1.5192165899222778
2018,17 years old,Male,12th,Not during the past 30 days but sometime during the past 6 months,2.5838207323802633,2.2357290994795704,-1.5942334865777377,2.033359084704979
2018,16 years old,Male,11th,1 to 4 years ago,2.772711603878997,0.2992785419468337,2.6494630367629726,0.8174810426621337
2018,17 years old,Male,11th,5 or more years ago,1.7278921755030752,2.5367671939416865,-1.4213664483812694,0.9825114704576056
2018,17 years old,Female,11th,Not during the past 7 days but sometime during the past 30 days,0.19411056118551642,1.3488096454614424,0.042736931780700746,0.18934747060821236
2018,17 years old,Male,11th,Not during the past 30 days but sometime during the past 6 months,0.8105482683051377,0.036838840268421956,0.8099983329132843,0.029852904886421734
2018,17 years old,Male,11th,Not during the past 6 months but sometime during the past year,0.22408942028414458,0.9568531497572629,0.1290967980110077,0.18316682294179004
2018,16 years old,Male,11th,Not during the past 30 days but sometime during the past 6 months,1.097997378767468,3.7119050845002923,-0.9242198989277944,-0.5928033588013212
2018,17 years old,Female,11th,5 or more years ago,1.809792464808561,4.391082179341017,-0.5715446828216229,-1.7171736782329787
2018,15 years old,Female,10th,Not during the past 30 days but sometime during the past 6 months,0.18044686508364977,4.24919067392742,-0.08062576729269288,-0.1614328243170559
2018,17 years old,Female,11th,1 to 4 years ago,0.75958907015156,2.265177833520405,-0.48606885534636857,0.5837059391131655
2018,17 years old,Female,11th,1 to 4 years ago,0.5641790678491816,0.8588128507624281,0.3685988793543393,0.42712162991107894
2018,17 years old,Male,11th,5 or more years ago,2.485900355130434,0.5525559993981398,2.115962959313553,1.3047610242686773
2018,16 years old,Male,11th,Not today but sometime during past 7 days,0.5508812215179205,5.50661760989221,0.3929563632477544,-0.38607695710075096
2018,17 years old,Female,11th,1 to 4 years ago,2.0778965684585273,1.0019204624203026,1.1193323303080467,1.7506425344823773
2018,16 years old,Male,11th,Not during the past 6 months but sometime during the past year,2.693393092486076,4.7339333486055315,0.05802296365035642,-2.692768034261573
2018,16 years old,Female,11th,1 to 4 years ago,1.0378740217071027,1.81323343400496,-0.24916155801715378,1.0075222096514498
2018,19 years old or older,Female,12th,Not today but sometime during past 7 days,2.396006158669479,0.8778056075098389,1.5306667605060473,1.843340657790631
2018,19 years old or older,Female,12th,Not during the past 6 months but sometime during the past year,0.2069493174785748,3.0207681852457084,-0.20544057407300098,0.024943747300751443
2018,17 years old,Female,12th,Not during the past 6 months but sometime during the past year,1.5407959348987788,0.5058985650030043,1.3477948942577767,0.746659919918881
2018,17 years old,Female,12th,1 to 4 years ago,1.6955117031233387,4.2903202865694485,-0.6945637931121387,-1.5467194550809409
2018,18 years old,Female,12th,Not during the past 30 days but sometime during the past 6 months,1.136482203169726,5.95068686976505,1.0742368347617566,-0.3709542033224
2018,18 years old,Female,12th,5 or more years ago,0.32629368111956863,5.045528721586388,0.1067018691244433,-0.3083541429329415
2018,18 years old,Male,12th,Not during the past 7 days but sometime during the past 30 days,0.8072836145292968,4.457881908103562,-0.20324849586120558,-0.7812790047208767
2018,17 years old,Male,12th,Not during the past 6 months but sometime during the past year,0.5465365130919964,5.1908133499143165,0.2516150410172364,-0.4851721666343323
2018,18 years old,Male,12th,Not during the past 7 days but sometime during the past 30 days,1.5871055597206578,2.1315710584790826,-0.8440900836156949,1.3440297572739495
2018,18 years old,Male,12th,Not today but sometime during past 7 days,2.3634808006463572,1.2068958100662839,0.8412148737575926,2.2087098114494226
2018,17 years old,Male,12th,Not during the past 7 days but sometime during the past 30 days,0.2046007526572794,3.0379342517784256,-0.20350251245619894,0.021170626158425698
2018,17 years old,Male,12th,1 to 4 years ago,1.8438280030852183,3.615495380329134,-1.640627115221991,-0.841453726451783
2018,18 years old,Female,12th,Not during the past 6 months but sometime during the past year,2.5105347821023316,0.9235522349604949,1.5138278112922972,2.002775636436487
2018,18 years old,Male,12th,1 to 4 years ago,2.891144396387972,4.098751721461202,-1.6648508604236139,-2.3636809288295075
2018,18 years old,Male,12th,Not during the past 6 months but sometime during the past year,2.85631221360527,2.6763406866407493,-2.552710645367652,1.2814787640133969
2018,17 years old,Male,12th,5 or more years ago,0.7953141369856893,2.5562078757241156,-0.6628939753461076,0.43942707465417497
2018,18 years old,Male,12th,Earlier today,2.02629622167442,2.9856517305958468,-2.0017088062449235,0.31470340476956093
2018,17 years old,Female,12th,5 or more years ago,2.2388484111521394,0.854919725855292,1.4693093758871105,1.6892519545789162
2018,19 years old or older,Male,12th,Not during the past 6 months but sometime during the past year,1.544551543169655,0.7435166254918574,1.1369332382917503,1.0454770591338658
2018,17 years old,Male,12th,Not during the past 30 days but sometime during the past 6 months,2.6672978707123547,6.108420196562667,2.6266680102183675,-0.4637813010483954
2018,18 years old,Female,12th,Not during the past 30 days but sometime during the past 6 months,0.8168270159745589,3.6762848447514735,-0.7028188116826202,-0.41623562073774023
2018,17 years old,Female,12th,Not during the past 30 days but sometime during the past 6 months,1.4583303195424377,3.976547256160419,-0.9788478405405777,-1.081010742761512
2018,17 years old,Male,12th,Not during the past 30 days but sometime during the past 6 months,0.16712220958434046,2.0644925750652874,-0.07919653901858269,0.14716569282217348
2018,12 years old,Male,7th,Not during the past 6 months but sometime during the past year,1.0646750818472355,5.767090817589683,0.9260044815433135,-0.525403397465335
2018,17 years old,Female,12th,1 to 4 years ago,2.833145748102106,2.496326949260315,-2.263513457498253,1.7038842853061782
2018,17 years old,Female,12th,Not during the past 30 days but sometime during the past 6 months,1.8900816031266003,3.5175941711965217,-1.7580411202374824,-0.6940460258741908
2018,18 years old,Female,12th,Not during the past 30 days but sometime during the past 6 months,1.740785768884234,6.096499282363027,1.710539120496978,-0.3230959770707441
2018,18 years old,Female,12th,Not during the past 6 months but sometime during the past year,2.8562148282304407,5.066122917200156,0.9894012916718373,-2.679374596625404
2018,17 years old,Female,12th,5 or more years ago,1.8970777642680332,5.067164927415492,0.6590073936137051,-1.7789360018962657
2018,17 years old,Female,11th,Not today but sometime during past 7 days,2.1791672564810143,0.659367504617492,1.7223699264157026,1.3349950442970784
2018,17 years old,Female,11th,Not during the past 6 months but sometime during the past year,1.9563782712910325,0.35819788943129593,1.8322072177590583,0.6858809310451044
2018,17 years old,Female,12th,1 to 4 years ago,2.7092034693341702,1.2546266620649995,0.8423682242219022,2.5749173215995778
2018,15 years old,Female,10th,Not during the past 30 days but sometime during the past 6 months,2.159252438880503,6.2574460316068725,2.1585372148706554,-0.05557145697058618
2018,16 years old,Female,10th,Not during the past 7 days but sometime during the past 30 days,2.8275660455226896,2.251899866771222,-1.7803790064537606,2.1966748360127273
2018,16 years old,Female,11th,Not during the past 6 months but sometime during the past year,0.7106559577398002,1.8083839849202263,-0.1672590892140278,0.6906926142260149
2018,17 years old,Female,11th,Not during the past 30 days but sometime during the past 6 months,2.5255829636007547,4.784763982111161,0.18262953398962103,-2.5189711708046807
2018,17 years old,Female,11th,Not during the past 7 days but sometime during the past 30 days,0.5418999672401696,5.1160895337331525,0.21287136882432944,-0.4983385945617229
2018,17 years old,Female,11th,Not during the past 6 months but sometime during the past year,2.8225470694713293,0.47717332587578004,2.5072591816601344,1.296311442270777
2018,17 years old,Female,11th,Not during the past 6 months but sometime during the past year,1.0775922616245226,2.2080255272288727,-0.6411358278129643,0.8661119630900144
2018,14 years old,Male,8th,Not during the past 7 days but sometime during the past 30 days,0.3135692268842831,5.125107796099979,0.12577303525712205,-0.2872399757189409
2018,14 years old,Female,8th,5 or more years ago,2.3780112866777925,4.10203908563883,-1.362967193614575,-1.9486554617729064
2018,13 years old,Female,8th,1 to 4 years ago,2.143315142346546,6.237023341194128,2.1410319236732245,-0.09890450558051625
2018,13 years old,Female,8th,Not during the past 7 days but sometime during the past 30 days,1.5462774661602452,2.503814599939592,-1.2423113444087728,0.9206717796849299
2018,14 years old,Female,8th,Not during the past 6 months but sometime during the past year,2.380236399010755,0.6359621846405397,1.9149015578304376,1.4137458537496228
2018,14 years old,Male,8th,Not during the past 7 days but sometime during the past 30 days,1.7487269402015955,3.5435154615737403,-1.6093717911028893,-0.6840821218166082
2018,19 years old or older,Male,12th,Earlier today,0.954519750457257,3.2016292301484737,-0.9528000361216837,-0.05727167868591126
2018,13 years old,Male,8th,Earlier today,0.7629193164175376,2.3566204539011575,-0.5396951658804138,0.5392355805103327
2018,13 years old,Male,8th,1 to 4 years ago,1.996485809632577,4.129794309138152,-1.0984513894604753,-1.6671413056656588
2018,14 years old,Male,8th,Not during the past 6 months but sometime during the past year,0.5596500159241259,2.7538932421816904,-0.5181135017034553,0.21158104753606366
2018,14 years old,Male,8th,Earlier today,0.9330064157024025,0.08541906835563252,0.9296046827814051,0.07959965761689827
2018,13 years old,Female,7th,Not today but sometime during past 7 days,0.41308275270275774,3.8018729239990727,-0.32626116925955406,-0.25335944824276113
2018,12 years old,Female,7th,Not during the past 6 months but sometime during the past year,2.5683684478281066,1.7557003681732646,-0.4722002190120305,2.5245877756505015
2018,13 years old,Female,7th,Not during the past 30 days but sometime during the past 6 months,2.4358007377013564,0.08359292819813645,2.4272952753179937,0.20337866211925046
2018,13 years old,Male,7th,1 to 4 years ago,1.7680387294385582,0.3204219652838548,1.678050150432364,0.5568739906196303
2018,12 years old,Female,7th,Not during the past 7 days but sometime during the past 30 days,1.6420176689280197,2.9135330160247643,-1.5995007754130846,0.3712402113520958
2018,12 years old,Female,7th,Not during the past 6 months but sometime during the past year,0.6114661776926368,3.9102845192743128,-0.4395345418979329,-0.42508854717648825
2018,13 years old,Male,7th,5 or more years ago,1.8664304342120885,5.483622386814583,1.3009396856606026,-1.3383267538334644
2018,15 years old,Female,8th,1 to 4 years ago,1.8508989969501273,6.160060714683241,1.8368872069179512,-0.22731582868809347
2018,13 years old,Female,7th,Not during the past 7 days but sometime during the past 30 days,0.8171865248586982,1.6520593458286785,-0.06633397979362253,0.8144897909337938
2018,14 years old,Female,8th,Not during the past 7 days but sometime during the past 30 days,1.0058161519700661,6.191822578218061,1.0016212228998778,-0.09176631953186581
2018,11 years old,Male,6th,1 to 4 years ago,2.128452843148261,3.6843788881408694,-1.8225363831895718,-1.0993964878314786
2018,18 years old,Male,12th,Not during the past 30 days but sometime during the past 6 months,2.4176852700300513,0.08888185396598107,2.408141717906131,0.2146055250928766
2018,18 years old,Female,12th,Not during the past 30 days but sometime during the past 6 months,0.5170472675235942,4.708797930505905,-0.0018567385367223095,-0.517043933699663
2018,17 years old,Male,12th,5 or more years ago,2.4570849909679966,2.210195921268782,-1.4661764015484462,1.97169810376301
2018,18 years old,Male,12th,5 or more years ago,2.8922790058888497,3.8320631161246124,-2.2297922689051144,-1.8420923661522441
2018,18 years old,Male,12th,Not during the past 6 months but sometime during the past year,2.2097422102233395,1.0300262186464348,1.1375672630977487,1.8944395893168582
2018,18 years old,Male,12th,5 or more years ago,0.3028952651657164,5.698678283087305,0.2526098670874842,-0.1671340680706756
2018,18 years old,Male,12th,5 or more years ago,0.9060171188088133,5.112081503925481,0.35256307964433137,-0.8346054723318846
2018,18 years old,Female,12th,Not during the past 30 days but sometime during the past 6 months,1.1585194871760904,0.16644755236294642,1.1425082359197414,0.1919435672855756
2018,17 years old,Female,11th,Not today but sometime during past 7 days,1.8510134131181986,1.3203024089234725,0.4588338179732291,1.7932434812449738
2018,17 years old,Female,11th,Not during the past 6 months but sometime during the past year,1.3406204583123327,4.539364857852626,-0.2308040334225876,-1.3206031619685885
2018,17 years old,Male,11th,Not during the past 30 days but sometime during the past 6 months,2.6485685024643315,0.6393287117041905,2.125466867002845,1.5802865909445862
2018,17 years old,Male,11th,Not during the past 30 days but sometime during the past 6 months,0.34441260653547945,4.585997112501782,-0.04341514473527477,-0.3416652875961767
